submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
03/15/2020,NE,18,,,8,,0,,,0,,03/17/2020 12:00:00 AM,Not agree,Not agree
01/30/2021,CT,"250,023","234,814","15,209",0,0,"7,046","5,741","1,305",0,0,01/31/2021 02:48:12 PM,Agree,Agree
01/22/2020,AL,33,27,6,33,6,0,0,0,0,0,01/24/2020 12:00:00 AM,Agree,Agree
06/25/2020,VI,81,,,1,0,6,,,0,0,06/26/2020 07:18:27 PM,,
05/21/2020,CA,"105,794","105,652",142,2416,5,"4,007",,,75,0,05/22/2020 12:00:00 AM,Agree,Not agree
09/01/2020,MD,"109,319",,,456,0,"3,887","3,734",153,7,1,09/03/2020 12:00:00 AM,N/A,Agree
08/16/2020,IL,"207,413","206,081","1,332",1562,0,"7,955","7,744",211,18,0,08/17/2020 02:26:31 PM,Agree,Agree
10/29/2020,NE,"68,161",,,1605,0,637,,,9,0,10/31/2020 12:00:00 AM,Not agree,Not agree
03/10/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
10/31/2020,ND,"45,043","45,043",0,1127,0,531,,,7,0,11/01/2020 03:03:08 PM,Agree,Not agree
07/05/2020,MD,"69,904",,,272,0,"3,371","3,234",137,6,0,07/07/2020 12:00:00 AM,N/A,Agree
10/24/2020,CT,"66,052","63,376","2,676",0,0,"4,577","3,674",903,0,0,10/25/2020 01:45:35 PM,Agree,Agree
06/16/2020,MD,"62,969",,,560,0,"3,102","2,972",130,14,1,06/18/2020 12:00:00 AM,N/A,Agree
06/23/2020,GU,226,,,1,0,5,,,0,0,06/24/2020 03:03:27 PM,Not agree,Not agree
03/10/2020,NE,4,,,0,,0,,,0,,03/12/2020 12:00:00 AM,Not agree,Not agree
01/01/2021,WI,"522,523","483,007","39,516",2085,180,"5,254","4,869",385,12,2,01/02/2021 02:50:51 PM,Agree,Agree
05/14/2020,MO,"11,020",,,186,0,711,,,14,0,05/16/2020 12:00:00 AM,Not agree,Not agree
06/05/2021,MS,"318,804","195,209","123,595",89,20,"7,402","5,107","2,295",0,0,06/07/2021 12:00:00 AM,Agree,Agree
04/15/2020,CT,"14,755",,,766,,868,,,260,,04/15/2020 04:22:39 PM,Agree,Agree
05/30/2020,WI,"18,230","18,230",0,523,0,588,588,0,20,0,05/31/2020 02:43:17 PM,Agree,Agree
03/04/2021,AL,"517,100","400,235","116,865",507,173,"10,567","8,434","2,133",19,7,03/06/2021 12:00:00 AM,Agree,Agree
02/09/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/19/2020,MI,"227,751","206,517","21,234",802,74,"7,009","6,681",328,8,1,09/20/2020 12:00:00 AM,Agree,Agree
01/27/2021,GU,"7,572",,,4,0,129,,,0,0,01/28/2021 02:49:07 PM,Not agree,Not agree
02/18/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
11/17/2020,WA,"137,673",,,2600,107,"2,571",,,23,0,11/19/2020 12:00:00 AM,N/A,N/A
08/28/2020,MI,"201,737","183,116","18,621",1265,125,"6,816","6,498",318,11,0,08/29/2020 12:00:00 AM,Agree,Agree
10/17/2020,MT,"22,233","22,233",0,638,0,240,240,0,5,0,10/18/2020 01:26:54 PM,Agree,Agree
12/11/2020,NC,"444,097","410,306","33,791",6658,"1,046","6,392","6,083",309,65,14,12/11/2020 12:00:00 AM,Agree,Agree
08/05/2020,DE,"15,740","14,794",946,70,0,587,517,70,0,0,08/07/2020 12:00:00 AM,Agree,Agree
07/14/2021,NH,"99,840",,,40,20,"1,381",,,0,0,07/15/2021 02:29:47 PM,Not agree,Not agree
03/05/2020,NE,0,,,0,,0,,,0,,03/07/2020 12:00:00 AM,Not agree,Not agree
04/30/2021,ID,"187,656","150,349","37,307",177,33,"2,046","1,784",262,1,0,05/01/2021 01:43:22 PM,Agree,Agree
12/14/2020,NV,"189,412",,,2579,0,"2,548",,,9,0,12/15/2020 02:39:02 PM,,
03/30/2020,DE,344,342,2,36,0,7,,,1,,04/01/2020 12:00:00 AM,Agree,Agree
06/08/2021,GU,"8,224",,,9,3,139,,,0,0,06/09/2021 02:26:44 PM,Not agree,Not agree
10/28/2020,NV,"97,479",,,574,0,"1,766",,,10,0,10/29/2020 02:11:33 PM,,
06/07/2020,MI,"103,033","94,187","8,846",303,41,"6,069","5,766",303,20,0,06/08/2020 12:00:00 AM,Agree,Agree
07/21/2020,MS,"54,174","52,598","1,576",1393,74,"1,991","1,914",77,35,3,07/23/2020 12:00:00 AM,Agree,Agree
04/14/2021,DE,"100,553","94,177","6,376",397,58,"1,591","1,451",140,4,1,04/16/2021 12:00:00 AM,Agree,Agree
02/18/2021,ND,"99,153","94,150","5,003",119,38,"1,435",,,0,0,02/19/2021 03:33:51 PM,Agree,Not agree
06/01/2021,ID,"192,305","153,906","38,399",227,15,"2,090","1,822",268,0,0,06/02/2021 02:35:40 PM,Agree,Agree
03/07/2021,GU,"7,751",,,2,0,133,,,0,0,03/08/2021 02:47:36 PM,Not agree,Not agree
10/30/2020,DE,"25,100","23,952","1,148",199,8,708,621,87,19,6,11/01/2020 12:00:00 AM,Agree,Agree
05/08/2020,VI,68,,,0,0,4,,,0,0,05/09/2020 09:26:08 PM,,
12/16/2020,AL,"329,899","266,807","63,092",4597,"1,341","6,175","5,135","1,040",72,24,12/18/2020 12:00:00 AM,Agree,Agree
01/31/2021,MO,"526,369",,,890,314,"8,105",,,21,0,02/02/2021 12:00:00 AM,Not agree,Not agree
06/25/2021,IL,"1,390,432","1,390,432",0,292,0,"25,637","23,199","2,438",7,-1,06/26/2021 02:17:39 PM,Agree,Agree
12/19/2020,MS,"197,211","140,963","56,248",1972,"1,227","5,109","3,997","1,112",32,14,12/21/2020 12:00:00 AM,Agree,Agree
04/29/2020,ID,"1,984","1,831",153,32,11,60,43,17,0,0,04/30/2020 04:07:01 PM,Agree,Agree
08/23/2020,AL,"130,961","116,465","14,496",834,310,"3,149","2,783",366,28,5,08/25/2020 12:00:00 AM,Agree,Agree
03/13/2020,AL,370,338,32,64,2,1,0,1,0,0,03/15/2020 12:00:00 AM,Agree,Agree
05/21/2020,ID,"2,534","2,301",233,28,5,77,57,20,0,0,05/22/2020 03:31:45 PM,Agree,Agree
08/12/2020,MO,"68,431",,,1403,33,"1,558",,,11,0,08/14/2020 12:00:00 AM,Not agree,Not agree
03/24/2021,NV,"301,727",,,246,0,"5,203",,,15,0,03/25/2021 02:25:23 PM,,
05/20/2021,MO,"595,459",,,621,190,"9,005",,,9,0,05/21/2021 02:08:46 PM,Not agree,Not agree
02/03/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/09/2020,WA,"38,555",,,646,1,"1,409",,,15,0,07/11/2020 12:00:00 AM,N/A,N/A
06/15/2020,MT,612,612,0,3,0,19,19,0,0,0,06/16/2020 02:10:11 PM,Agree,Agree
08/05/2020,MT,"4,593","4,593",0,164,0,66,66,0,1,0,08/06/2020 02:12:27 PM,Agree,Agree
07/24/2021,IL,"1,409,226","1,409,226",0,1297,0,"25,871","23,403","2,468",4,2,07/26/2021 01:16:36 PM,Agree,Agree
01/18/2021,GU,"7,515",,,41,8,125,,,0,0,01/19/2021 02:37:00 PM,Not agree,Not agree
01/03/2021,MI,"595,498","546,915","48,583",2348,253,"14,080","13,280",800,84,7,01/04/2021 12:00:00 AM,Agree,Agree
11/22/2020,ND,"73,397","73,397",0,714,0,846,,,6,0,11/23/2020 03:04:35 PM,Agree,Not agree
04/06/2020,MI,"27,552","26,729",823,1458,81,"1,314","1,227",87,142,9,04/07/2020 12:00:00 AM,Agree,Agree
10/20/2020,NV,"91,592",,,652,-4,"1,774",,,15,0,10/21/2020 01:34:31 PM,,
07/31/2020,VI,421,,,15,0,8,,,0,0,08/01/2020 02:38:12 PM,,
04/07/2020,MS,"3,317","3,295",22,136,0,228,227,1,11,0,04/09/2020 12:00:00 AM,Agree,Agree
02/02/2021,MI,"655,421","598,186","57,235",1327,237,"15,905","14,951",954,37,3,02/03/2021 12:00:00 AM,Agree,Agree
08/12/2020,IL,"199,893","198,593","1,300",1645,0,"7,881","7,672",209,15,0,08/13/2020 02:12:28 PM,Agree,Agree
02/02/2020,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/08/2020,CT,"53,782","51,594","2,188",417,44,"4,474","3,589",885,6,0,09/09/2020 01:47:50 PM,Agree,Agree
02/18/2021,CT,"271,903","254,980","16,923",547,87,"7,496","6,145","1,351",20,4,02/19/2021 03:33:51 PM,Agree,Agree
10/16/2020,MD,"135,127",,,798,0,"4,169","4,012",157,7,0,10/18/2020 12:00:00 AM,N/A,Agree
10/24/2020,MO,"182,455",,,1278,85,"3,236",,,14,0,10/26/2020 12:00:00 AM,Not agree,Not agree
02/13/2021,NC,"831,749","726,542","105,207",3103,691,"11,684","10,351","1,333",54,5,02/13/2021 12:00:00 AM,Agree,Agree
07/09/2020,MO,"33,505",,,1205,7,"1,167",,,8,0,07/11/2020 12:00:00 AM,Not agree,Not agree
12/26/2020,WA,"236,673",,,1006,67,"3,184",,,0,0,12/28/2020 12:00:00 AM,N/A,N/A
04/21/2021,ND,"106,385","98,651","7,734",167,59,"1,484",,,0,0,04/22/2021 01:56:30 PM,Agree,Not agree
09/19/2020,NV,"75,607",,,323,0,"1,558",,,-7,-6,09/20/2020 01:53:10 PM,,
09/14/2020,DE,"19,163","18,187",976,84,0,618,545,73,1,1,09/16/2020 12:00:00 AM,Agree,Agree
10/30/2020,NH,"10,884",,,116,36,482,,,0,0,10/31/2020 01:30:31 PM,Not agree,Not agree
10/03/2020,WI,"138,002","130,798","7,204",3054,162,"1,383","1,372",11,20,1,10/04/2020 01:35:23 PM,Agree,Agree
02/27/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/21/2020,AL,"1,317","1,235",82,123,2,4,2,2,0,0,03/23/2020 12:00:00 AM,Agree,Agree
06/25/2021,WI,"677,252","612,507","64,745",66,4,"8,099","7,280",819,7,0,06/26/2021 02:17:39 PM,Agree,Agree
07/19/2021,AL,"562,308","431,755","130,553",1391,459,"11,458","9,137","2,321",17,2,07/20/2021 02:48:47 PM,Agree,Agree
09/28/2020,CT,"57,147","54,743","2,404",560,33,"4,503","3,606",897,2,0,09/29/2020 01:50:42 PM,Agree,Agree
12/05/2020,ME,"13,349","11,802","1,547",222,60,227,225,2,0,0,12/06/2020 02:51:16 PM,Agree,Agree
07/19/2021,WA,"461,847",,,891,133,"6,043",,,1,0,07/20/2021 02:48:47 PM,N/A,N/A
12/14/2020,MO,"391,522",,,5441,979,"5,987",,,64,0,12/16/2020 12:00:00 AM,Not agree,Not agree
11/18/2020,VT,"3,053",,,53,3,60,,,1,0,11/20/2020 12:00:00 AM,Not agree,Not agree
05/03/2021,NE,"220,605",,,248,0,"2,245",,,0,0,05/05/2021 12:00:00 AM,Not agree,Not agree
08/13/2020,IL,"201,727","200,427","1,300",1834,0,"7,905","7,696",209,24,0,08/14/2020 02:30:03 PM,Agree,Agree
04/30/2020,WA,"14,408",,,274,0,814,,,13,0,05/02/2020 12:00:00 AM,N/A,N/A
08/08/2020,NE,"28,245",,,141,0,345,,,0,0,08/10/2020 12:00:00 AM,Not agree,Not agree
09/28/2020,MD,"124,311",,,431,0,"4,059","3,903",156,7,0,09/30/2020 12:00:00 AM,N/A,Agree
05/19/2021,NV,"321,716",,,348,0,"5,545",,,5,0,05/20/2021 03:08:06 PM,,
03/02/2021,DE,"89,098","84,420","4,678",251,23,"1,426","1,290",136,4,0,03/04/2021 12:00:00 AM,Agree,Agree
06/29/2020,MT,967,967,0,48,0,22,22,0,0,0,06/30/2020 03:27:33 PM,Agree,Agree
07/15/2021,MT,"114,576","102,187","12,389",68,11,"1,686","1,686",0,3,0,07/16/2021 02:03:13 PM,Agree,Agree
05/07/2020,VI,68,,,2,0,4,,,0,0,05/08/2020 09:26:08 PM,,
10/25/2020,NC,"265,437","254,151","11,286",1191,119,"4,510","4,418",92,37,6,10/25/2020 12:00:00 AM,Agree,Agree
07/26/2021,NV,"351,443",,,800,0,"5,837",,,8,0,07/27/2021 02:48:23 PM,,
03/11/2021,NH,"77,764",,,301,131,"1,191",,,4,2,03/12/2021 03:20:13 PM,Not agree,Not agree
02/03/2021,GU,"7,622",,,4,0,129,,,0,0,02/04/2021 02:53:58 PM,Not agree,Not agree
02/21/2021,GU,"7,727",,,12,0,130,,,0,0,02/22/2021 02:53:38 PM,Not agree,Not agree
09/18/2020,DE,"19,563","18,564",999,82,2,621,548,73,2,1,09/20/2020 12:00:00 AM,Agree,Agree
01/26/2020,WA,1,,,0,0,0,,,0,,01/28/2020 12:00:00 AM,N/A,N/A
04/07/2021,WA,"371,975",,,1483,320,"5,306",,,7,0,04/09/2021 12:00:00 AM,N/A,N/A
05/19/2021,MS,"316,525","193,860","122,665",207,98,"7,369","5,084","2,285",3,2,05/21/2021 12:00:00 AM,Agree,Agree
05/15/2021,DE,"107,633","100,316","7,317",126,10,"1,651","1,509",142,0,0,05/17/2021 12:00:00 AM,Agree,Agree
12/13/2020,NC,"454,309","419,016","35,293",3608,523,"6,541","6,210",331,80,10,12/13/2020 12:00:00 AM,Agree,Agree
10/12/2020,VI,"1,325",,,0,0,20,,,0,0,10/13/2020 01:29:38 PM,,
08/07/2020,NV,"54,757",,,838,-138,947,,,20,0,08/08/2020 02:58:44 PM,,
06/09/2020,WI,"21,308","21,308",0,270,0,661,661,0,15,0,06/10/2020 08:56:25 PM,Agree,Agree
07/26/2020,MO,"49,909",,,415,6,"1,326",,,5,0,07/28/2020 12:00:00 AM,Not agree,Not agree
07/27/2021,MS,"339,954","206,697","133,257",1875,961,"7,529","5,193","2,336",6,3,07/28/2021 01:51:39 PM,Agree,Agree
03/16/2020,VI,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,,
03/05/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/25/2021,NC,"1,035,557","877,967","157,590",1814,327,"13,574","11,963","1,611",2,-1,07/26/2021 01:52:25 PM,Agree,Agree
10/07/2020,GU,"2,934",,,66,1,57,,,2,0,10/08/2020 01:56:57 PM,Not agree,Not agree
06/24/2021,WI,"677,186","612,445","64,741",138,22,"8,092","7,273",819,15,3,06/25/2021 03:01:46 PM,Agree,Agree
06/11/2020,GU,182,,,-1,0,5,,,0,0,06/12/2020 02:17:59 PM,Not agree,Not agree
12/08/2020,IN,"392,672",,,5385,0,"7,419","7,127",292,95,0,12/08/2020 12:00:00 AM,Not agree,Agree
05/02/2020,IN,"19,295",,,665,0,"1,329","1,197",132,38,1,05/02/2020 12:00:00 AM,Not agree,Agree
03/03/2020,NH,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/02/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/15/2020,WA,"212,047",,,1751,97,"2,953",,,35,0,12/17/2020 12:00:00 AM,N/A,N/A
07/22/2021,ME,"69,834","51,006","18,828",54,11,891,842,49,0,0,07/23/2021 01:48:31 PM,Agree,Agree
05/12/2021,ID,"189,586","151,802","37,784",225,58,"2,064","1,802",262,6,0,05/13/2021 02:28:07 PM,Agree,Agree
06/17/2020,WI,"26,079","23,454","2,625",290,34,718,712,6,9,0,06/18/2020 05:16:14 PM,Agree,Agree
06/12/2020,VT,"1,030",,,9,0,54,,,0,0,06/14/2020 12:00:00 AM,Not agree,Not agree
10/29/2020,DE,"24,901","23,761","1,140",191,9,689,608,81,1,0,10/31/2020 12:00:00 AM,Agree,Agree
06/01/2021,GU,"8,187",,,14,7,139,,,0,0,06/02/2021 02:35:40 PM,Not agree,Not agree
07/19/2021,VI,"4,215",,,15,0,32,,,0,0,07/20/2021 02:48:47 PM,,
06/10/2020,NV,"10,164",,,134,0,448,,,4,0,06/11/2020 02:48:51 PM,,
01/28/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/10/2020,DE,"22,286","21,214","1,072",132,3,654,574,80,3,0,10/12/2020 12:00:00 AM,Agree,Agree
06/03/2020,NC,"33,741","33,725",16,1265,2,"1,045","1,045",0,21,0,06/03/2020 12:00:00 AM,Agree,Agree
03/04/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/19/2020,WI,"26,852","24,154","2,698",310,32,736,730,6,11,0,06/20/2020 02:15:45 PM,Agree,Agree
05/22/2020,DE,"8,819","7,972",847,111,7,324,301,23,2,0,05/24/2020 12:00:00 AM,Agree,Agree
09/21/2020,NC,"200,744","195,929","4,815",621,36,"3,566","3,530",36,28,1,09/21/2020 12:00:00 AM,Agree,Agree
02/07/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/03/2021,CT,"313,956","289,591","24,365",0,0,"7,904","6,497","1,407",0,0,04/04/2021 01:43:43 PM,Agree,Agree
03/04/2020,AL,144,126,18,9,0,1,0,1,0,0,03/06/2020 12:00:00 AM,Agree,Agree
05/24/2021,IL,"1,376,441","1,376,441",0,933,0,"25,011","22,633","2,378",10,0,05/25/2021 02:17:06 PM,Agree,Agree
06/06/2020,AL,"25,615","24,699",916,410,9,957,894,63,13,1,06/08/2020 12:00:00 AM,Agree,Agree
10/09/2020,AL,"176,864","151,114","25,750",1099,232,"4,153","3,588",565,19,5,10/11/2020 12:00:00 AM,Agree,Agree
11/13/2020,CT,"88,645","82,854","5,791",2746,108,"4,737","3,807",930,11,2,11/14/2020 02:44:40 PM,Agree,Agree
02/01/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/23/2020,NV,"14,228",,,464,2,513,,,3,0,06/24/2020 03:03:27 PM,,
05/26/2021,IL,"1,378,388","1,378,388",0,1139,0,"25,057","22,676","2,381",28,2,05/27/2021 01:41:41 PM,Agree,Agree
09/15/2020,MS,"93,922","86,905","7,017",560,152,"3,079","2,825",254,10,3,09/17/2020 12:00:00 AM,Agree,Agree
05/31/2021,WA,"436,675",,,307,35,"5,765",,,0,0,06/01/2021 03:18:33 PM,N/A,N/A
12/08/2020,MS,"173,907","131,594","42,313",2476,"1,414","4,701","3,816",885,42,25,12/10/2020 12:00:00 AM,Agree,Agree
03/25/2021,CT,"303,510","280,937","22,573",1488,102,"7,862","6,462","1,400",10,3,03/26/2021 02:14:54 PM,Agree,Agree
10/09/2020,ID,"47,088","42,260","4,828",662,142,506,464,42,3,1,10/10/2020 01:30:17 PM,Agree,Agree
05/21/2020,MD,"44,424",,,893,0,"2,282","2,174",108,24,0,05/23/2020 12:00:00 AM,N/A,Agree
07/09/2021,NH,"99,708",,,23,0,"1,375",,,1,0,07/10/2021 02:17:36 PM,Not agree,Not agree
09/19/2020,NE,"40,797",,,410,0,442,,,0,0,09/21/2020 12:00:00 AM,Not agree,Not agree
03/11/2021,ND,"100,847","95,186","5,661",121,40,"1,455",,,1,0,03/12/2021 03:20:13 PM,Agree,Not agree
09/10/2020,IN,"102,243",,,758,0,"3,599","3,376",223,14,1,09/10/2020 12:00:00 AM,Not agree,Agree
04/22/2020,MT,442,442,0,3,0,14,14,0,1,0,04/22/2020 04:22:39 PM,Agree,Agree
07/17/2020,WA,"45,046",,,754,2,"1,434",,,7,0,07/19/2020 12:00:00 AM,N/A,N/A
11/30/2020,GU,"6,889",,,37,2,112,,,0,0,12/01/2020 03:26:07 PM,Not agree,Not agree
03/02/2020,MI,27,27,0,13,0,1,0,1,1,1,03/03/2020 12:00:00 AM,Agree,Agree
07/08/2020,GU,309,,,2,0,5,,,0,0,07/09/2020 03:14:15 PM,Not agree,Not agree
12/02/2020,WA,"175,116",,,3065,218,"2,850",,,45,0,12/04/2020 12:00:00 AM,N/A,N/A
03/30/2021,WI,"635,314","576,632","58,682",861,273,"7,292","6,612",680,15,4,03/31/2021 02:08:03 PM,Agree,Agree
05/12/2020,VT,849,,,1,0,52,,,0,0,05/14/2020 12:00:00 AM,Not agree,Not agree
09/15/2020,VI,"1,232",,,11,0,19,,,0,0,09/16/2020 01:53:41 PM,,
06/13/2020,WI,"25,031","22,518","2,513",309,37,697,691,6,2,0,06/14/2020 02:19:43 PM,Agree,Agree
08/09/2020,WA,"63,200",,,606,0,"1,688",,,0,0,08/11/2020 12:00:00 AM,N/A,N/A
05/10/2021,IN,"730,306",,,590,0,"13,482","13,064",418,14,0,05/10/2021 12:00:00 AM,Not agree,Agree
04/04/2020,MI,"25,171","24,476",695,1084,42,"1,048",985,63,118,8,04/05/2020 12:00:00 AM,Agree,Agree
08/30/2020,NH,"7,254",,,8,0,432,,,0,0,08/31/2020 02:05:56 PM,Not agree,Not agree
12/24/2020,NC,"502,214","461,918","40,296",-16304,"-5,824","6,480","6,121",359,-765,-112,12/29/2020 03:55:26 PM,Agree,Agree
02/07/2021,NH,"68,379",,,318,91,"1,104",,,6,2,02/08/2021 02:53:12 PM,Not agree,Not agree
05/19/2021,MT,"110,992","100,656","10,336",131,22,"1,602","1,602",0,0,0,05/20/2021 03:08:06 PM,Agree,Agree
09/25/2020,WI,"117,329","110,828","6,501",2629,125,"1,284","1,274",10,9,0,09/26/2020 01:46:07 PM,Agree,Agree
02/07/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/02/2021,ID,"142,199","117,636","24,563",1122,203,"1,448","1,281",167,12,0,01/03/2021 02:53:25 PM,Agree,Agree
09/25/2020,MS,"98,967","90,666","8,301",634,150,"3,206","2,926",280,17,1,09/27/2020 12:00:00 AM,Agree,Agree
07/02/2021,VT,"22,833",,,2,0,250,,,0,0,07/03/2021 01:44:06 PM,Not agree,Not agree
03/22/2020,MT,34,,,7,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/10/2020,MI,"366,068","334,548","31,520",8321,450,"8,308","7,927",381,69,2,11/11/2020 12:00:00 AM,Agree,Agree
03/03/2021,AL,"516,593","399,901","116,692",550,164,"10,548","8,422","2,126",10,1,03/05/2021 12:00:00 AM,Agree,Agree
05/08/2021,MO,"590,253",,,355,95,"8,980",,,2,0,05/10/2021 12:00:00 AM,Not agree,Not agree
11/21/2020,NH,"17,281",,,484,154,508,,,1,0,11/22/2020 03:02:23 PM,Not agree,Not agree
04/24/2020,CA,"51,081","51,024",57,1742,2,"1,869",,,85,0,07/22/2021 03:01:39 PM,Agree,Not agree
06/29/2021,WA,"451,248",,,318,58,"5,920",,,9,0,06/30/2021 02:11:39 PM,N/A,N/A
10/14/2020,NE,"54,468",,,924,0,530,,,3,0,10/16/2020 12:00:00 AM,Not agree,Not agree
05/29/2021,WI,"674,141","609,913","64,228",138,12,"7,830","7,053",777,0,0,05/30/2021 01:32:12 PM,Agree,Agree
07/01/2020,ME,"3,328","2,951",377,34,5,105,104,1,0,0,07/02/2020 03:10:03 PM,Agree,Agree
07/12/2020,ND,"4,334","4,334",0,91,0,87,,,0,0,07/13/2020 03:19:34 PM,Agree,Not agree
03/16/2020,NE,18,,,0,,0,,,0,,03/18/2020 12:00:00 AM,Not agree,Not agree
04/25/2020,IN,"14,395",,,715,0,"1,028",914,114,42,6,07/22/2021 01:39:53 PM,Not agree,Agree
07/28/2020,IN,"63,678",,,771,0,"3,053","2,849",204,5,1,07/28/2020 12:00:00 AM,Not agree,Agree
12/05/2020,NH,"24,138",,,448,85,559,,,7,0,12/06/2020 02:51:16 PM,Not agree,Not agree
10/07/2020,ME,"5,639","5,048",591,35,-2,142,141,1,0,0,10/08/2020 01:56:57 PM,Agree,Agree
11/10/2020,DE,"27,495","26,295","1,200",240,6,724,637,87,2,0,11/12/2020 12:00:00 AM,Agree,Agree
02/23/2021,CA,"3,628,489","3,492,565","135,924",2843,235,"58,129",,,186,0,02/24/2021 12:00:00 AM,Agree,Not agree
08/28/2020,MT,"7,063","7,063",0,134,0,100,100,0,2,0,08/29/2020 01:42:50 PM,Agree,Agree
07/23/2020,DE,"14,495","13,550",945,76,1,529,471,58,0,0,07/25/2020 12:00:00 AM,Agree,Agree
09/11/2020,NC,"188,950","184,973","3,977",1503,100,"3,288","3,266",22,35,2,09/11/2020 12:00:00 AM,Agree,Agree
05/10/2021,MT,"109,935","99,741","10,194",11,0,"1,592","1,592",0,0,0,05/11/2021 01:53:24 PM,Agree,Agree
12/15/2020,MI,"545,374","501,846","43,528",3623,385,"12,128","11,495",633,118,10,12/16/2020 12:00:00 AM,Agree,Agree
05/21/2020,WA,"19,199",,,135,0,"1,044",,,7,0,05/23/2020 12:00:00 AM,N/A,N/A
11/05/2020,DE,"26,204","25,023","1,181",295,1,716,629,87,0,0,11/07/2020 12:00:00 AM,Agree,Agree
06/25/2021,NV,"331,614",,,804,0,"5,667",,,3,0,06/26/2021 02:17:39 PM,,
11/07/2020,MD,"153,996",,,1081,0,"4,366","4,204",162,13,0,11/09/2020 12:00:00 AM,N/A,Agree
03/09/2021,NV,"296,822",,,429,0,"5,054",,,14,0,03/10/2021 02:58:31 PM,,
01/28/2021,DE,"78,229","74,547","3,682",447,42,"1,075",968,107,3,0,01/30/2021 12:00:00 AM,Agree,Agree
04/12/2021,ND,"105,039","97,783","7,256",231,107,"1,473",,,2,0,04/13/2021 02:00:37 PM,Agree,Not agree
03/06/2020,IN,1,,,1,0,0,0,0,0,0,03/06/2020 12:00:00 AM,Not agree,Agree
06/13/2020,ID,"3,399","3,061",338,46,8,87,67,20,0,0,06/14/2020 02:19:43 PM,Agree,Agree
07/01/2021,MT,"113,821","101,554","12,267",66,15,"1,666","1,666",0,1,0,07/02/2021 01:55:07 PM,Agree,Agree
05/04/2021,NH,"95,714",,,208,89,"1,307",,,2,0,05/05/2021 02:14:20 PM,Not agree,Not agree
10/27/2020,MD,"142,425",,,684,0,"4,245","4,088",157,6,0,10/29/2020 12:00:00 AM,N/A,Agree
09/25/2020,ID,"39,757","36,232","3,525",523,55,458,421,37,1,-1,09/26/2020 01:46:07 PM,Agree,Agree
07/18/2020,ME,"3,646","3,252",394,2,0,117,117,0,0,-1,07/19/2020 03:05:47 PM,Agree,Agree
05/09/2021,WI,"666,180","603,098","63,082",338,30,"7,652","6,904",748,0,0,05/10/2021 02:15:36 PM,Agree,Agree
01/06/2021,MS,"234,702","156,353","78,349",3012,"1,622","5,890","4,344","1,546",45,22,01/08/2021 12:00:00 AM,Agree,Agree
05/03/2020,MD,"26,408",,,1935,0,"1,397","1,325",72,49,5,05/05/2020 12:00:00 AM,N/A,Agree
05/26/2020,VI,69,,,0,0,6,,,0,0,05/27/2020 03:37:59 PM,,
06/30/2021,NE,"224,585",,,97,0,"2,261",,,1,0,07/01/2021 02:29:33 PM,Not agree,Not agree
10/16/2020,NV,"88,781",,,721,5,"1,754",,,8,-1,10/17/2020 02:09:18 PM,,
03/03/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/19/2021,DE,"102,344","95,733","6,611",164,16,"1,602","1,461",141,0,0,04/21/2021 12:00:00 AM,Agree,Agree
05/22/2021,ME,"66,979","49,116","17,863",116,39,820,792,28,1,0,05/23/2021 01:37:59 PM,Agree,Agree
11/06/2020,VI,"1,390",,,0,0,23,,,0,0,11/07/2020 02:45:17 PM,,
02/21/2020,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/28/2020,CA,"831,301","825,153","6,148",2390,42,"16,745",,,75,0,09/29/2020 12:00:00 AM,Agree,Not agree
12/12/2020,CA,"1,737,504","1,695,886","41,618",42757,"1,979","23,275",,,317,0,12/13/2020 12:00:00 AM,Agree,Not agree
