id,tweet
649,"So Liquor, Tobacco, and Marijuana Businesses Are Essential, But Places of Worship Are Not? 

#covid #prayer #corona #losangeles #lacrescenta #lacanadaflintridge #losfeliz #glendale #tujunga #sunland #shadowhillsâ€¦ https://t.co/c0o5KH2eEA"
650,"Life Happens, Keep The Promise.
Call (818) 645-6011 or Sign up 

https://t.co/yKSfgsLLFR
or
https://t.co/8VsyANb81D

Life Insurance
Indexed Universal Life Insurence
Term Life Insurence 
Living Benefits 
Whole Life Insurence

#insurance #coronavirus #lifeinsurance #CARESAct https://t.co/8oU5qbFFtC"
651,@CarlosPereda_ One of the few good things that could come from that b corona
652,Unpopular opinion: Stella Rosa isnâ€™t real wine and youâ€™re not fancy for drinking it https://t.co/jKvbWG3CD5
653,Thatâ€™s how to treat the frontline workers what a shame some Americans feel so entitled smh ðŸ¤¦ðŸ»â€â™‚ï¸ #Empathy #healthworkers #FrontLineHeroes https://t.co/awkmzOxHXI
654,"@Bubola This is a evidence of absence situation: The absence of contact tracing studies showing people contracted the virus outdoors. 

CDC: â€œeven super-spreaders canâ€™t seem to infect people effectively in open spaces, even in areas with high population density.â€https://t.co/3xuapeqtJs"
655,"@SpeakerPelosi @Unfreakin Only one person has down  played the virus &amp; used his brain dead followers to do the same for weeks! dr Oz, Hannity, Rush, Laura and fox and friends all spread trumpâ€™s lie about seriousness of Covid 19  the have fâ€™ed up the response to crisis and Amerindian have died became of it https://t.co/5R4wVAD0YS"
656,@SarahHuckabee President trump do not sign anything that is not directly going to help with Corona virus. Please stand up to the traitors.
657,GOP senator: 'Millions of dollars are being wasted' in coronavirus small business fund https://t.co/YwQ2JdUbFp
658,"If all the trump supporters were to go out and catch COVID, I honestly wouldnâ€™t complain. So go ahead and continue to protest. https://t.co/DXpccJY4rr"
659,YOU DONTâ€™T HAVE TO WAIT LONG!ðŸ™Œ Our processing times are down to 72 hours!ðŸ’ª Meaning you will get your order sooner than later!ðŸ˜‰ Use our Wombo Combo and Coupon Codes to save even more!ðŸ¤£ðŸ˜˜â¤ï¸#airsoft #airsoftgi #covid19â€¦ https://t.co/vTQlJQCLk9
660,How about everyone that is protesting about covid-19 cause they think it's a lie should be made to work in a Covid hospital .... with no PPE. Looking especially at you infowars .... go work at a Covid hospital and actually do something worthwhile.
661,"We all seem to be having unusual dreams these days. Mine? At next #TrumpBriefing when (not if) he makes next outrageous remark to a #WhiteHouseReporter, every one of them rises and exits. https://t.co/dIe1rMnfkm"
662,@funder Trump Corona virus test failure !!!
663,"#420day I donâ€™t know about you, but I NEVER want to return to the multiple hats worn and batshit craziness busy hamster wheel life pre-#COVID19."
664,To go against medical experts who are facing this head on is absolutely mind boggling. https://t.co/AZwEQw0PaW
665,NCAA having a rough week https://t.co/fpjBdGhA6A
666,Bot Castroso ... https://t.co/QkkFlF7gIr https://t.co/NY31YsGlCW
667,"@POTUS OPEN the economy NOW
Governors face tough decisions as coronavirus lockdowns set to expire by May 1

https://t.co/uAkIlq1wJA"
668,This put a smile on my face ðŸ˜Š https://t.co/2DRtZV2l73
669,"In other news, Georgia continues to compete to become the â€œstupidest stateâ€ in an effort to finally beat Florida. https://t.co/yKRr5zmI2R"
670,"Streaks of raging blaze in the sky...so fortunate that ronirok and I got a chance to spend a night in desert pre-corona times and we were send-off with an amazing light show... vibrant colors against the dim, softâ€¦ https://t.co/C4ztB355Mb"
671,"@seanhannity I think Jim should get with other reporter's in his own Agency. He might learn something.
https://t.co/V0aCGEa9tG"
672,"Global coronavirus cases linked to the Ruby Princess rise, ship's first international fatality confirmed - Californian man
#RubyPrincess
#COVID19Deaths
#cruiseships
https://t.co/gZJm97fh2F
@SkyNewsAust 
@abcnews
@newscomauHQ
@SBSNews
@nbnnews
@BBCNewsAus"
673,"Global coronavirus cases linked to the Ruby Princess rise, ship's first international fatality confirmed - Californian man
#RubyPrincess
#COVID19Deaths
#cruiseships
https://t.co/gZJm97fh2F
@7NewsAustralia
@9NewsAUS
@10NewsFirst
@WINNews_ACT
@UN_News_Centre
@CBCNews 
@NBCNews"
674,"itâ€™s crazy seeing graphics like this and realizing how badly covid is predominately affecting lower income and predominantly communities of color, it should upset everyone that hunters point/bay view is some of the hardest hit areas in the city https://t.co/sZV402MIMJ"
675,"Global coronavirus cases linked to the Ruby Princess rise, ship's first international fatality confirmed - Californian man
#RubyPrincess
#COVID19Deaths
#cruiseships
https://t.co/gZJm97fh2F
@NBCNews 
@NewsHour 
@PBR 
@MSNBC 
@CBSNews 
@ABC 
@BBCAMERICA 
@USATODAY"
676,I am so proud of our staff. #COVID19 #WICstrong ðŸ’ª https://t.co/DlOFIOVh7z
677,"@funder @lisamurkowski @SenatorCollins @realDonaldTrump @IngrahamAngle @SpeakerPelosi Investigate for so many things.....so many things...obama and Ebola #deaths1
Trump Covid #deaths so many ,,,,so many...run away  before congress and governs come with tar,feathers ugh"
678,"Great meeting on Zoom tonight with our African American Community Circle. We covered survey results for parents, students and staff. Also went over the Ca Dashboard and gave an update on COVID 19 from our lead nurse. Great to hear from parents!! @ValVerdeUSD #VVinthistogether https://t.co/FLdkLHA89h"
679,Here is the latest list of Orange County communities with coronavirus cases https://t.co/gfbIbbrjW6
680,So many people are dying with loved ones not able to be with them. #Heartbreaking #CoronaVirus https://t.co/ax34399szM
681,"@glennkirschner2 He IS guilty of crimes against humanity. NOT only to do with the Coronavirus but children in cages, the Kurds and humanity in its entirety for his destruction of the EPA &amp; Paris Climate Agreement."
682,I would say this is Pulp Fiction... https://t.co/domYGpzYwx
683,Especially with guns. https://t.co/Cq3lwuZH5G
684,That would be me. https://t.co/OTx98W4pBC
685,"literally every immigrant I know is busting their ass in this quarantine, while dumb Americans are out protesting about not having haircuts, and your gut response is to suspend Visas???  deflect much wow https://t.co/X5QegPYlfi"
686,"What an ignorant bigoted asshole! itâ€™s not just he has flawed understanding of a major Religion (idols are manifestations not gods)but he considers them so â€œstupid, so impureâ€ owing to their beliefs that if they even donâ€™t have corona crisis then it means itâ€™s not that pervasive. https://t.co/nrSoByPW0M"
687,All these states opening up while they havenâ€™t hit their peek yet during the #coronavirus. https://t.co/wKwacKU3K8
688,I hope that with this bailout all airlines stop charging for luggage at all!!! https://t.co/Tf54035wfF
689,"Enjoy the Cube, yâ€™all! https://t.co/f7WsU1sIQQ"
690,"#Livestream broadcaster Catherine Mendonca @mulher_complexa of Cop Watch San Diego, @uaptsd, &amp; a vocal advocate for tenant's rights documents 5 San Diego Police Officers removing an African American male who appears to have fallen asleep 4/21/2020 #COVID19 https://t.co/4UuPzHfsHO https://t.co/Q14vTMQIOE"
691,"@NikkiBirnks No, but then I had covid19. Speaking from experience youâ€™d be nuts to willingly expose yourself to it."
692,I come bearing solutions. https://t.co/23Fv2C3Vmn https://t.co/m0JkRyobi3
693,"#COVID19 Killed the Oil Marketâ€™s Old Paradigms. Maybe, but the #PetroDollar &amp; its paradigmatic pillars run deep &amp; are rooted in a century of deception, misinformation, &amp; ecological destruction that has brought humanity to the very precipice of oblivion. https://t.co/ld1XiVisix https://t.co/PWKvDcr6LF"
694,@maddow @HillaryClinton @Ange_Amene they (kemp/trump/gop monsters) want the highest possible body count. #StacyWon #JusticeForGa https://t.co/oWLWajlWT3
695,Could not have said it better myself. https://t.co/IpSp0CDRSm
696,"Iâ€™ve been running errands as usual going grocery shopping when needed. But , damn itâ€™s hitting me to a different level now! I should be shopping for my kids summer clothes without a care ðŸ˜¤ &amp; It looks like covid19 isnâ€™t going anywhere anytime soon."
697,@electroboyusa @GovKemp Expose him to the COVID-19
698,"Is the Corona Virus going to wipe out half of humanity?  No.  Not even in the worst case scenario.  But, it is showing us that:"
699,"@YangTerrence @chamath Not sure about 35 year figure on VR but I'm definitely bullish on VR going forward from the change in consumer habits, post covid crisis. Ready Player One baby! Can't wait!"
700,A heavy (but important listen). We need to adjust our expectations about what is ahead: https://t.co/GwQNag7yDB
701,Hoping every governor looks at re-openings like this. https://t.co/on6h63PNf7
702,"But there are honorable people supporting this pathological liar. â€œSo are they all, all honourable [people]....â€ https://t.co/zmRBcXRxTh"
703,"THANKS TO YOU! We have raised over 1,800 meals to donate to hospital workers. We are continuing to deliver meals to our four partnered local hospitals on a weekly basis to fuel those fighting the COVID-19â€¦ https://t.co/guqkhpxoAF"
704,"great news! finally, some common sense. https://t.co/bp62LhxO53"
705,Anyone seen @FLOTUS lately? https://t.co/leqgBIhIUx
706,Your a Idiot Pat ðŸ˜¡ https://t.co/1nkKFFbakT
707,"@NYGovCuomo @GavinNewsom During the time of the #coronavirus, pay close attention to how many people complain of lack of pain control they received due to the @CDCgov Guidelines. Know that this is happening to people all over due to the #opioidcrisis. Weâ€™re suffering. Please (1)"
708,This is the tweet. https://t.co/pwP0mkcWiv
709,"I failed my 1hr glucose and also had to set up my c-section while being told the covid-19 rules at the hospital right now, and my child was having a meltdown all morning. So basically today can suck a big one, I'm over it."
710,@JiveBunnyMuzik @navyhomer Agreed!... i thought perhaps people were randomly being tested but I cannot find a random test area to see if in past I've had Coronavirus so yes I'm suspicious in my state of Liberal CA you are correct.
711,"Protesting the stay at home orders, but theyâ€™re wearing masks? Ironic... https://t.co/xIQ2yFSdvp"
712,5 Reasons to Stop Doing Timed Online Exams During COVID-19 | Learning Innovation https://t.co/ksn6eZmC4F
713,"@POTUS DON'T SIGN THIS! TAKE THE PORK OUT!
Senate passes $500B 'Phase 3.5' coronavirus stimulus package by voice vote amid tensions in chamber

https://t.co/WCLk9Wk2KV"
714,Thereâ€™s not one Trump supporter that will come off that hill. No matter what he does https://t.co/eyDQYa52NK
715,COVID-19. Are you staying home?
716,"If we could harness the spread of influenza to make custard, would that be the Flu Flux Flan? https://t.co/lsAXldz2gH"
717,Post Corona Hats Bad Boys/ Beefy Boys https://t.co/0ScsulIPRv
718,"#SilentHypoxia
Be aware of what that term means and how an #oximeter can act as early warning device in treating #COVID19.
https://t.co/wlqDIKZ4eW"
719,@realDonaldTrump Is this making America great?  #TrumpFail https://t.co/rTDOPvl4Vr
720,Trumpâ€™s Golf Company Pushes Dangerous Theory That Alcohol Will Cure The Coronavirus - https://t.co/xNAbMkYuOM
721,@erickawong13 @livosimms Seeing as covid made me clear out and ship all of Livyâ€™s closet I guess Iâ€™ll have to vote for h-
722,"people keep talking about the side effects of chloroquine (anti-malaria drug) on corona patients, but that drug f***s everyone up."
723,"@realDonaldTrump @FoxNews Hey MAGA think Donny goes after CNN because they tell lies or expose his?  Letâ€™s play a game, how about FoxNews starts calling out Trump lies and self serving statements and see if he goes after them too.  What do you think?? https://t.co/qU9ZBGiS2R"
724,This is the couple that every morning wake up thinking how to save America from the #coronavirus ðŸ¤£ https://t.co/coESgHYisz
725,"""WHO says evidence suggests coronavirus originated in animals and was not produced in a lab""  https://t.co/B6CO5FGq6J"
726,My best COVID-19 workout so far has been the half-hour wall sits because thatâ€™s the only way I can get the Perfect Angle when filming for a panel.
727,Mic drop! https://t.co/14Xp9LqmJN
728,I guess 2022 is our year now https://t.co/RNbcO5wbvk
729,Getting excited to shoot again with @plumperpass ðŸ¤¤ðŸ’¦â¤ðŸ’‹ once all this covid settles it's on ðŸ’œ https://t.co/YoJRhM90i1
730,Creepiest creepy picture ever. https://t.co/D84dhtMmGb
731,Covid-19 https://t.co/Fy4DSOp0dB | Articren: Scientific Navigator of DART Energy | Orion Nebula | 1 Year 2.67 Months at DART Cruise |  Website updated with excerpt on DART | pH or H+ : Theâ€¦ https://t.co/JErdXrqjkp
732,@HRHSherlock I participated in the 1st major news event that I remember: lining up for polio vaccine in 1955 when we lived in Florida. Look forward to similar #COVID19 lineup!
733,"@mattmillionz1 @FlanckenXIV @JoeySalads you realize covid has killed over 40,000 right ?"
734,@ludes4breakfast @ConcernedCana10 @USAPatriot16 @jasonthespaniel @thehill @IHME_UW You are illiterate and ignorant! The age really doesn't matter! Older people aren't COVID sacrificial lambs. People are dying in all age brackets! Hopefully idiots like you are infected soon. Thin out the stupid people.
735,"@LauraJanespoon Covid 19 starts off as â€œa coldâ€; depending on the victim, it can progress to full lung invasion in hours/days and kill. It shuts down kidneys, brain and heart."
736,For anyone that is STILL comparing this to the flu and protesting opening the country back up https://t.co/ISFMzmv5jv
737,It was a pleasure to talk with Steve yesterday at @NextNonprofits about how #nonprofits can navigate the CARES Act loan programs in a quickly evolving landscape. I hope it's helpful! https://t.co/1o8X33OfoO
738,Woman finds genius way to cut dogs nails amid coronavirus lockdown https://t.co/Tkta0Fuapf via @MailOnline
739,"Corona 101: Taking pleasure with the little things. @ Squaw Valley, Lake Tahoe https://t.co/Kpx6Se7hoX"
740,"It's #EarthDayÂ Â ! 

This is the time to talk with parents and grandparents about the type of world you want to create. ðŸŒŽ

Find out how young people can take #climateaction from home via @voicesofyouth. ðŸ ðŸ‘‡

https://t.co/G6QWpKbCot https://t.co/lGvSapa3GE"
741,"@lobr33zy Ahh okay makes sense, so thereâ€™s no possible way that previous corona virus exposure could possibly help now with this one 
Yeah Stanford was conducting studies at one of our Parks in Los Gatos to look for antibodies in the local population 
Hopefully it was helpful"
742,@RepLaMalfa The real reason behind his lack of will to use his Absolute Power to mass produce COVID TESTS is to hide the fact that the COVID started in Jan &amp; there is higher infection rate than he thought. But you support his right to suppress the facts over Our Common good? Wow!
743,COVID-19 testing strike team dispatched to Tama County https://t.co/3gTdaxc9Rb
744,PLS HAIGHT ASHBURRY WONT BE THE SAME WITHOUT AMOEBA ðŸ˜­ðŸ˜­ðŸ˜­ https://t.co/cHKoaKWZqB
745,Worth watching. Tell me what you think. One Day More Corona Parody https://t.co/ikJa95TWDN via @YouTube
746,"Under CHP's new policy, the permit for another protest against the state's lockdown was denied but the organizer told me sheâ€™s still going to have it anyway on the public sidewalk and city streets instead. It starts at noon in front of the Capitol @ABC10 
https://t.co/F13de5ZnhZ"
747,"Yooooo why are these southern states reopening?? yâ€™all acting like the 2nd wave of the spanish flu didnâ€™t do much damage. Corona is worse, be smart and be safe"
748,"People of the ðŸŒ, #happyearthday2020
 @lildickytweets  W/ a bunch of rad people gave us this ðŸ’Ž, 1 year ago It's a celebration of #whatwehavebuilt &amp; a #calltoaction https://t.co/Na2fUlxKxz

Be good to eachother. Spread the love! Especially now w/ #COVID19 
https://t.co/z89fnOcDys"
749,"This is my last set of face, neck, eye and lip treatments. In Beverly Hills these would sell for $400 â¬†ï¸. I'm going to ship free to highest bidder 24 hours from now. Starting Bid is $100.00. Help me, please bid and retweet.ðŸ›ðŸ’‹#COVIDãƒ¼19 #Bid #Gold #Now
https://t.co/1i54ZpCztZ https://t.co/Rt629rOqCp"
750,Very informative https://t.co/aGiAQKFDO1
751,@GinaShkeda being a Gemini means being knowledgeable about useless shit but clueless about important shit. Do I know WHY ITS CALLED CORONA VIRUS?? NO???? Do I know WHICH GENDER OF PLATYPUS IS POISONOUS? yes
752,"Kudos to @Porsche for stepping up big time with #COVID19 relief in America. They held an auction to sell the very last 991-series car, a 911 Speedster, and the winning bid was $500,000. They then matched it! The @UnitedWay will get $1,000,000 in total. ðŸ‘‹ https://t.co/tPrAUHEGS0"
753,"Oh, and maybe worse. https://t.co/M1nmg049kA"
754,"Bats ðŸ¦‡ rule.  If your instinctive reaction to them is negative, please do some research. And nobody says you have to pet one, so relax. https://t.co/kteEUysocQ"
755,"There were still thousands of deaths, oh I mean murders....okay okay not to get too dramatic....wrongful deaths that happened. And those that have recovered, who's paying their medical bill or lived through their scary experiences. There's no way to compensate this! Nada!!! ðŸ˜¡ https://t.co/Li4IST4wNn"
756,ðŸ–. @SpeakerPelosi ?  I know when they go low (&amp; lie) we go high but ... how â€˜bout some shade ?  So sick of Herr #OrangeFace bashing everybody ! https://t.co/GOaD0UAjbr
757,â€œFunâ€ ?  Iâ€™m not having â€œfunâ€ you unhinged #MangoMonster ! ðŸ˜¡ https://t.co/HkAU5bsmVM
758,"@Yamiche @VP @VP the FASTEST way to open the country is to test! Test, isolate and move on.

Trump said he was appointing you to lead in the #coronavirus crisis.

Where are those 27 million tests?

Trump has shown zero leadership.

He knew in November!

Thousands are DYING everyday! TEST NOW!"
759,This is vital information for employers and workers who apply pesticides. https://t.co/X8N323AIKI
760,Yes all of the above. ðŸ¤®ðŸ˜± https://t.co/wJ2OEacNBj
761,"@ginacarano @PedroPascal1 I found someone who belongs to u but with the Covid-19 situation, I can't risk the little dude's health. I'd be happy to keep an eye on him until you can swing by in the Razor Crest to pick him up.
#StarWars #TheMandalorian #TheChild #BabyYoda #LifeSize https://t.co/3mLDf2WYTx"
762,"@ArmaanMalik22 New Zealand looks better n better each day! Except things are insanely expensive there, but whatever. I'd rather have order and discipline than all this freedom that just gets abused left, right and center. https://t.co/s5ScBqUlcZ"
763,"Happy Earth day ðŸ¤ŸðŸ»ðŸŒ¿ðŸ’š
.
Itâ€™s been an amazingly beautiful day hidden away at our secret spot in Malibu ðŸŒžðŸŒ¸ðŸŒ¼ This was THE BEST way to celebrate all our 14 day clearance from covid. I canâ€™t thank you enough- @maybalwaysâ€¦ https://t.co/D9SUwmar3C"
764,@Docbasia @mymomthesurgeon @_NancyMD @DrDonnica @meggerber @SusanHingle @AMarshallMD @RakheeBhayaniMD @Scientist_Steph @choo_ek @uche_blackstock @darakass @arghavan_salles @maejemison @AmyOxentenkoMD @JulieSilverMD @FutureDocs @ShikhaJainMD @SashaShillcutt @NarjustDumaMD @SharonneHayes @aoglasser @abbyCCim @noshreza @DrMMurphy @DrFNA @MigsRunner @KellyCawcuttMD @MaryCushmanMD @DrRGebhard @DrNatStrand @ChinEliza @SMoeschlerMD @alisadoc1 @pedsmd2b @DrDaniJackson @drnikkistamp @kburnsmd @rkh_md @CaseyHumbyrd @Hell_on_heels @EdinburghKnee @orthogal21 @doctorMiry @smarsdoc @drspoon8 @Pedsorthobklyn @mpayareslizano @AgnesSolberg @cna006 I am told how to practice medicine by a bunch of scientists and fda and asked to do a placebo controlled trial on patients with COVID 19. This is the most unethical thing I have ever heard. I am not watching people die to do a trial. #helpdrs ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»
765,So glad that I do not live in South Dakota... https://t.co/nKssPioeHo
766,Dawg why canâ€™t we just go back to when Corona was just a pisto ðŸ˜”
767,"Yep I miss working with ðŸ’©cause this COVID 19 takes the cake.... a world where drs are not allowed to be drs and have to listen to every non dr for guidance. Funny how that works, They need us but they donâ€™t hear us... hmmm retirement is coming sooner than I expected. https://t.co/WrU9D9IIRv"
768,By the time this shit will be over half of the world is going to be on Zoloft. #coronavirus #happypill
769,"Youngest girl to die from #COVID19 in Detroit, Michigan. She was on the ventilator for 2 wks and her little body just gave up. My heart is broken! ðŸ˜­ðŸ˜­ðŸ˜­
https://t.co/6XBnGBX778"
770,"Her colleagues are part of the problem. â€œAfter sharing my experiences with numerous colleagues, they urged me to remain silent, firmly believing everything I experienced as a young woman in office is â€œpart of politicsâ€ just the way it is.â€ Thatâ€™s horse shit. Sorry @priyabhatpatel https://t.co/jlVuVITQ1J"
771,"$2,000 Monthly Stimulus Check or Canceled Rent And Mortgage Payments https://t.co/tmW6QJBOan via @YouTube #StimulusChecks #COVID19 #banking #IRS # https://t.co/FBmHVojKfE"
772,This is good news. https://t.co/3wlb5EYXLk
773,Why am I able to translate these with such ease ðŸ˜© https://t.co/n1bGIDtLjY
774,Black people cant get this #Chicago  #COVIDãƒ¼19  #CaliforniansForAll #californialockdown #BlueLivesMatter #BlackTwitter https://t.co/XYwNYITRMz
775,Doctors try to untangle why they're seeing 'unprecedented' blood clotting among #coronavirus patients https://t.co/Rxt80wuomu
776,Powerful visual of these times. https://t.co/zFA34sSdct
777,@US_FDA malpractice insurance doesnâ€™t cover drs to do placebo controlled trials on Covid 19. Once this is public knowledge NONE will be doing clinical trials on COVID 19.
778,@ewarren - so sorry for your loss! We hold Trump and his administration responsible. Prayers for you and your family and our whole country ðŸ˜­ðŸ™ðŸ™ðŸ™ðŸ’™ https://t.co/QVqrWLATZm
779,Coronavirus: Nicotine patches to be tested on patients after study suggests smokers less likely to catch COVID-19 https://t.co/7GOwzGpHxC
780,"@jjlkfi   #Covid19  NY times 4/22. Please correct your info 
Ms. Dowd, worked at a company that had offices around the world, including in Wuhan, China, 
â€œShe traveled all over for her job. had also traveled at times to China.She had gone to Beijing in November, per friend."
781,"Agree with @RepPeteKing
who calls @senatemajldr ""Marie Antoinette of the Senate."" But the @SenateGOP leader also seems to be as tone deaf as @mayoroflasvegas, just &gt; canny. When do they realize enormity of #coronavirus means no business as usual?
https://t.co/A25zbIw1s3"
782,Letâ€™s Run it up https://t.co/NYZcWfghFT
783,"How hot does it need to be for the Coronavirus to basically go away like the flu

How have the middle east/Africa/ southeast Asia been doing with this"
784,"@realDonaldTrump @fema To open your economy the hugely best way we need the mass AMOUNT of different COVID tests, like the 40 million promised by Your TASK force, on TV, by end of March. 
Where are they? Stop playing Art of the DEAL w/ US; promising 'em everything&amp; giving only 1/2 aint working Jackass!"
785,Before when I used to sit on the couch and do nothing they called me lazy. Now they say Iâ€™m saving lives and Iâ€™m a hero. Turns out Iâ€™ve been training for this pandemic my whole life. #QuarantineLife #Quarantine #StayHome #SitOnTheCouch #COVID19
786,"As always, great information and a most insightful interview by @RobMayeda @nbcbayarea https://t.co/oShq3zi1kQ"
787,Typical Pocahontas BS https://t.co/yVM1bzpmaY
788,Damn no Mcshay?! https://t.co/wfSU7cQGjV
789,Told yâ€™all...#Corona #CoronaVirus https://t.co/oVyJliZlFU
790,Community remembers longtime Sacred Heart teacher who died of COVID-19 https://t.co/LUbd7Tbkn0
791,@DamnItRJ This is fake. Theyâ€™re actually having their workshops create medical masks for medical workers. https://t.co/n438yin83r
792,"Avalon and Hidden Hills remain the only two Los Angeles County cities without a confirmed COVID-19 case. Super curious what life on Avalon, which is on an island, is like right now."
793,"@ewarren Iâ€™m so sorry, @ewarren â€” my heartfelt condolences to you and your entire family. Thank you so much for all that youâ€™ve done to bring #COVID19 issues and related economic issues to the forefront. Stay healthy, we need you to keep leading the good fight!"
794,Prez wants us all to shoot up Clorox. Cool cool cool. https://t.co/0585dKnfKa
795,"Thank you @SpeakerPelosi 
https://t.co/glHtKgteyI"
796,tRUMP should be the guinea pig. https://t.co/ZS6UFdJffh
797,A New Doctor Faces the Coronavirus in Queens https://t.co/b8sfEtwX6j via @NewYorker
798,Your president has just suggested we take the toxic chemicals we prevent our children from drinking because they are poison and use them to treat Corona Virus.  #endofdaybs
799,Not exactly the sharpest tool in the shed but heâ€™s hot so I donâ€™t think Brit cares ðŸ˜‚ https://t.co/bAVIPw0p08
800,Well Said Candice https://t.co/ozuQYzidX4
801,"We have some fucked up people in this country. 
FBI Raids Shelby Township Medical Spa Providing Alleged 'Fraudulent Treatment' For COVID-19 https://t.co/XtzkLCIMO2 via @WWJ950"
802,Bro wtf are these Mexicans doing lol that ainâ€™t social distancing tengo talento smh tengo corona https://t.co/49o9hKNJ1i
803,"WOW and Iâ€™m sobbing..again 

I am even having an allergic reaction knowing full well itâ€™s from my crying, but I just canâ€™t keep it together https://t.co/vOsU6HYLt2"
804,@JMHDeuce @ejthies15 What sarcasm are you referring to? She just had Covid and almost died. Dont be a jerk.
805,"@mercnews In November, Patricia Dowd traveled to Beijing for work; in January, she went to Oregon. Nobody knows where she picked up #coronavirus. 

Dowd, 57,  is the first known person in the United States to die from the virus.

https://t.co/AVQ7SYODpY #COVID19 #StayHome"
806,"Hey Mom? If Canada's parents say it's ok , can I sleep over?
#TrumpPressBriefing #coronavirus #TrumpLiesAmericansDie"
807,Lmfaoooooooo imagine feeling THAT entitled. https://t.co/efAGPTEJ6S
808,Nothing to see here. https://t.co/N3nPIboMmk
809,"#foodiechap ðŸ‘¨â€ðŸ³ðŸ·
This IS heartache!!
My Restaurant Was My Life for 20 Years. Does the World Need It Anymore? Says Chef Gabrielle Hamilton https://t.co/Y9yr0YAqSW #foodnews #liamslist #saveourrestaurants #chefsgiving #worldcentralkitchen"
810,"On every bottle of every disinfectant or cleaner, there's a warning label of how harmful it is if swallowed and to immediately call 911. How the hell does this thought even enter Trump's mind! Ludicrous and most definitely, dangerous! ðŸ˜¡ https://t.co/N4xRrNRetL"
811,"I think when you eat French fries as a civic duty, they donâ€™t put weight on you. https://t.co/nKeIKPm6qo"
812,"Well, if they are Trump supporters.... https://t.co/HYpzBjLZnE"
813,It appears the state of Maryland knows how dumb Trumpsters are. https://t.co/0ohLBsI0dt
814,BREAKING: $484 billion #coronavirus relief package signed into law by @realDonaldTrump. Brings additional aid for small businesses and hospitals dealing with the #COVID19 pandemic.
815,@KQuinnKQ Another person was in the reply list.  I was commenting to rebut the idiot Harvard prof.   Sorry for the confusion.  COVID CHAOS ðŸ˜ŠðŸ™ðŸ»
816,"Three things that help with my mental health during #COVID19:

1. Snuggles with my corgi
2. Taking care of my plants
3. Early morning yoga &amp; runs

Nominating 3 folks:
@Jen_McNealy @evan_tjeerdema @ChlOrland https://t.co/Jx2Ia1obX8"
817,"We WERE race cars, exceptional on a professionally maintained track (privilege).
Now we are ATVs traveling on a new trail. Our strengths are composer, calculated risks, understanding, self-examination and patience. #COVID19 #COVIDIOTS #GreatAwakening #coronavirus #change #beardo https://t.co/XB3AoA3IW0"
818,"Today corporate celebrated Turlock Residential for their selfless work. They are on the front lines of the Coronavirus pandemic. They are essential workers. 

All they ask is for YOU to stay home. It's not safe out their. They know. https://t.co/sdgnOxfCKB"
819,Coronavirus: Excess deaths suggest a higher mortality rate than official... https://t.co/pVEcJOapXM via @YouTube
820,"I survived the great Coalinga-Huron Covid Civil War,
And just survived the great CSH-McDonalds Civil War...

What a time to be alive"
821,Finally some sound advice.  Thank you President Obama for you leadership during this crisid. https://t.co/AKaMTsV9oC
822,"@Ted_Howze @realDonaldTrump @GavinNewsom What did he do? Did he send us his latest Coronavirus cure? How many gallons of Clorox did he send. Hey Ted are you going to inject Clorox into your veins first. Glad you appreciate Newsom's hard work. But all Trump did was block testing, he doesn't want us knowing the numbers. https://t.co/lVcRNrWISM"
823,"Aww. Donâ€™t go away mad.
Just go away. https://t.co/csAYID19G9"
824,"@ewarren Please accept my condolences on the passing of your brother,  Donald Reed Herring, from Covid-19. He lived a full life, serving in the Air Force, flying 288 missions in Vietnam, and then beating cancer and his recent bout with pneumonia. May his memory be a blessing. https://t.co/DQ8eYne3BU"
825,@Tlovinmylife @sarahcpr @atrupar In reality https://t.co/MRzCqQyjiE https://t.co/0a9KclaTxx
826,Yes! 7pm Pacific time! Oh my ...See you there we hope! https://t.co/Sy8ItIomKV
827,Great question! #summerschool #distancelearning #COVID19 https://t.co/jgcJt6Ahxd
828,"Wow! That is scary. 
https://t.co/V4kdJOGLVA"
829,"Lightbulb moment...Covfefest. Itâ€™s a cross between Covid and Fyre Fest. The greatest party the world has never wanted. Thereâ€™s Lysol Juuls, Bleach IV bags, 3 days of only Ted Nugent music, and super high walls around the whole place. #coronapocalypse https://t.co/h5HTp6VRGh"
830,THIS MAN IS LITERALLY TELLING US TO INJECT LYSOL WHY IS AMERICA THIS WAY https://t.co/6DKnACX7ex
831,"""Officials counter Trumpâ€™s suggestion that heat, light and disinfectants could be coronavirus treatments""  https://t.co/yrSO9SPFIM"
832,Excuse me you better read the Bible and see which side the plagues fell on https://t.co/0tAsFVR37a
833,"That'll teach the libs, I guess. ðŸ¤¬ Stupid people. 
 https://t.co/5hKGvDM4zs"
834,We require drivers training and testing before we allow people to operate dangerous motorized vehicles. https://t.co/zeT0nZxxMf
835,No good reason to vote for this guy I hate him https://t.co/GTUN8pcyGs
836,OMG you win! I thought I had medals! https://t.co/ihxJwqj66Y
837,My mom beat COVID while recovering from brain surgeryðŸ¥ºðŸ¥º
838,Iâ€™m sorry about your sister.  #TrumpIsALaughingStock #TrumpIsTheVirus https://t.co/wtIRY7BY3B
